tubelet_id,video_id,track_id,video_path,start_frame,end_frame,start_time_sec,end_time_sec,source_fps,effective_sample_fps,split,macro_speed_mean_mps,macro_speed_median_mps,macro_speed_p95_mps,macro_accel_p95_mps2,macro_straightness_ratio,macro_direction_change_mean_rad,macro_stationary_step_ratio,macro_score_raw,macro_score_smooth,macro_gate_hit
homography_macro__20260316_124453_tp00043.mp4__track2118__t13008_13188__00006842,20260316_124453_tp00043.mp4,2118,D:\Embeddings_Distribution\raw_videos\20260316_124453_tp00043.mp4,13008,13188,910.5560637529898,923.1560092846272,14.2857760414945,2.3809626735824168,normal_test,0.14596188,0.01897483,0.7789963,1.31244,0.7469663,1.1599925,0.6666667,15.669507539397541,15.669507539397541,False
homography_macro__20260329_140358_tp00074.mp4__track1847__t45936_46026__00018368,20260329_140358_tp00074.mp4,1847,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,45936,46026,3215.52128083494,3221.8212833444127,14.28570859530194,2.380951432550323,normal_test,0.40194732,0.25080243,1.0238343,1.8957998,0.92352974,1.2021561,0.2,17.638782829480533,15.53081746881767,False
homography_macro__20260315_130536_tp00036.mp4__track6646__t40368_40458__00003547,20260315_130536_tp00036.mp4,6646,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,40368,40458,2825.701355984899,2832.0012252387296,14.286010768441496,2.381001794740249,normal_test,0.59885824,0.27084875,1.6685907,1.2081497,0.90873015,0.23578589,0.06666667,19.051306963834765,15.516947320679812,False
homography_macro__20260315_104219_tp00035.mp4__track2487__t29808_29898__00002273,20260315_104219_tp00035.mp4,2487,D:\Embeddings_Distribution\raw_videos\20260315_104219_tp00035.mp4,29808,29898,2086.561231548046,2092.861235266488,14.28570585387761,2.380950975646269,normal_test,0.44334936,0.49238625,0.80555063,0.8302567,0.14088322,0.48712775,0.13333334,15.17203250617972,15.483843908035611,False
homography_macro__20260329_140358_tp00074.mp4__track697__t19872_19962__00017666,20260329_140358_tp00074.mp4,697,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,19872,19962,1391.040554091604,1397.340556601077,14.28570859530194,2.380951432550323,normal_test,0.68049663,0.29792306,2.6248224,5.2215405,0.2302264,1.4275223,0.071428575,28.786293426343978,15.413621739332333,False
homography_macro__20260315_130536_tp00036.mp4__track7065__t43296_43404__00003598,20260315_130536_tp00036.mp4,7065,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,43296,43404,3030.657102376193,3038.2169454807904,14.286010768441496,2.381001794740249,normal_test,0.8806988,0.8653079,1.6504092,3.240981,0.83521515,0.7484357,0.0,14.225515495136014,15.25695704116138,False
homography_macro__20260316_124453_tp00043.mp4__track9508__t52176_52266__00007705,20260316_124453_tp00043.mp4,9508,D:\Embeddings_Distribution\raw_videos\20260316_124453_tp00043.mp4,52176,52266,3652.304211437269,3658.604184203088,14.2857760414945,2.3809626735824168,normal_test,0.5464917,0.38577616,1.4023865,3.8654575,0.2813075,1.2068791,0.06666667,15.495271744558258,15.248827500921934,False
homography_macro__20260329_140358_tp00074.mp4__track1803__t45408_45498__00018349,20260329_140358_tp00074.mp4,1803,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,45408,45498,3178.5612661126997,3184.861268622172,14.28570859530194,2.380951432550323,normal_test,0.5649139,0.35870448,1.7193708,4.7592106,0.48815688,0.94754213,0.0,19.85119515487546,15.247442976947823,False
homography_macro__20260315_130536_tp00036.mp4__track6566__t39264_39354__00003483,20260315_130536_tp00036.mp4,6566,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,39264,39354,2748.422959804575,2754.7228290584058,14.286010768441496,2.381001794740249,normal_test,0.3442341,0.1571613,1.416284,1.777686,0.7231718,1.2581785,0.13333334,20.593138671495115,15.23846582441269,False
homography_macro__20260329_140358_tp00074.mp4__track1350__t33744_33834__00017895,20260329_140358_tp00074.mp4,1350,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,33744,33834,2362.0809408850187,2368.380943394491,14.28570859530194,2.380951432550323,normal_test,0.76740754,0.047261234,2.6214404,2.8795738,0.053048175,1.2831376,0.53846157,35.38794289713536,15.088744979492098,False
homography_macro__20260329_140358_tp00074.mp4__track1701__t44880_44970__00018343,20260329_140358_tp00074.mp4,1701,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,44880,44970,3141.6012513904584,3147.901253899932,14.28570859530194,2.380951432550323,normal_test,0.6836172,0.6417605,1.4442426,3.8512108,0.3788572,0.87765193,0.13333334,15.875411820391493,14.913992572433457,False
homography_macro__20260315_104219_tp00035.mp4__track2487__t29856_29946__00002275,20260315_104219_tp00035.mp4,2487,D:\Embeddings_Distribution\raw_videos\20260315_104219_tp00035.mp4,29856,29946,2089.9212335312154,2096.2212372496574,14.28570585387761,2.380950975646269,normal_test,0.7143577,0.6126913,1.5493616,1.8140887,0.868414,0.45583937,0.06666667,14.015058601737891,14.912253329792637,False
homography_macro__20260329_140358_tp00074.mp4__track1350__t33648_33738__00017891,20260329_140358_tp00074.mp4,1350,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,33648,33738,2355.3609382082477,2361.66094071772,14.28570859530194,2.380951432550323,normal_test,0.77652156,2.643387e-16,2.6928592,2.0485363,0.047542524,0.84051037,0.61538464,45.806373356986214,14.88220680009048,False
homography_macro__20260315_104219_tp00035.mp4__track1084__t10272_10362__00001510,20260315_104219_tp00035.mp4,1084,D:\Embeddings_Distribution\raw_videos\20260315_104219_tp00035.mp4,10272,10362,719.0404243981995,725.3404281166416,14.28570585387761,2.380950975646269,normal_test,1.0593947,0.87571275,2.6135073,4.401267,0.5977966,0.7238466,0.0,18.124541379831143,14.842360844348715,False
homography_macro__20260317_101644_tp00048.mp4__track2363__t59760_59850__00009853,20260317_101644_tp00048.mp4,2363,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,59760,59850,4183.182081089933,4189.482054103622,14.2857754794239,2.3809625799039837,normal_test,0.48401645,0.18561472,1.7790799,4.42522,0.74941283,0.90344167,0.13333334,19.226453297094878,14.836594101307906,False
homography_macro__20260315_130536_tp00036.mp4__track4919__t27696_27786__00003319,20260315_130536_tp00036.mp4,4919,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,27696,27786,1938.6797650455253,1944.979634299356,14.286010768441496,2.381001794740249,normal_test,0.9464146,0.74187046,1.9808887,4.315132,0.9313254,0.20657808,0.0,21.552360261007916,14.816053319226112,False
homography_macro__20260329_140358_tp00074.mp4__track1059__t28992_29094__00017792,20260329_140358_tp00074.mp4,1059,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,28992,29094,2029.4408083848523,2036.5808112289212,14.28570859530194,2.380951432550323,normal_test,0.32771495,0.24145329,0.9064924,2.2375102,0.8034616,0.8441304,0.13333334,14.91128911803666,14.775258913440338,False
homography_macro__20260315_104219_tp00035.mp4__track49__t960_1050__00001276,20260315_104219_tp00035.mp4,49,D:\Embeddings_Distribution\raw_videos\20260315_104219_tp00035.mp4,960,1050,67.20003966338314,73.5000433818253,14.28570585387761,2.380950975646269,normal_test,0.7807019,0.5886539,1.7179939,1.5689267,0.8454616,0.4902119,0.0,11.091403446113176,14.774401951090045,False
homography_macro__20260315_130536_tp00036.mp4__track4532__t26496_26586__00003297,20260315_130536_tp00036.mp4,4532,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,26496,26586,1854.6815083277816,1860.9813775816124,14.286010768441496,2.381001794740249,normal_test,0.22083819,0.015715173,0.8977846,2.4115193,0.6355329,0.45637232,0.6,16.842163355947537,14.745441703230464,False
homography_macro__20260329_140358_tp00074.mp4__track1285__t32544_32646__00017865,20260329_140358_tp00074.mp4,1285,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,32544,32646,2278.0809074253807,2285.2209102694496,14.28570859530194,2.380951432550323,normal_test,0.047148388,0.03358665,0.12621553,0.32657832,0.28206062,1.3835535,0.6,3.6860375964436622,14.729998525442703,False
homography_macro__20260317_101644_tp00048.mp4__track1003__t30768_30864__00009449,20260317_101644_tp00048.mp4,1003,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,30768,30864,2153.7507742800376,2160.47074549464,14.2857754794239,2.3809625799039837,normal_test,0.42047253,0.21486793,1.103892,2.4926944,0.7835464,0.8975979,0.13333334,15.286903460805712,14.688262274022831,False
homography_macro__20260316_124453_tp00043.mp4__track9508__t52128_52218__00007704,20260316_124453_tp00043.mp4,9508,D:\Embeddings_Distribution\raw_videos\20260316_124453_tp00043.mp4,52128,52218,3648.9442259621655,3655.244198727984,14.2857760414945,2.3809626735824168,normal_test,0.5572423,0.33373693,1.5006402,1.8825611,0.64035434,0.6676798,0.0,13.405153910276672,14.685784434256586,False
homography_macro__20260329_140358_tp00074.mp4__track35__t2256_2346__00017567,20260329_140358_tp00074.mp4,35,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,2256,2346,157.9200629041193,164.22006541359215,14.28570859530194,2.380951432550323,normal_test,0.11352414,0.051034637,0.3986915,1.0069247,0.5434939,1.1581619,0.46666667,5.111058453448245,14.609439575795957,False
homography_macro__20260315_130536_tp00036.mp4__track6961__t43200_43290__00003594,20260315_130536_tp00036.mp4,6961,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,43200,43290,3023.9372418387743,3030.237111092605,14.286010768441496,2.381001794740249,normal_test,0.23004842,0.061783735,1.0260141,1.3936768,0.53483146,1.1330992,0.4,14.38573025156948,14.536309893978338,False
homography_macro__20260315_130536_tp00036.mp4__track6961__t43344_43440__00003599,20260315_130536_tp00036.mp4,6961,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,43344,43440,3034.017032644904,3040.736893182323,14.286010768441496,2.381001794740249,normal_test,0.7148492,0.71535724,1.5287676,2.1595435,0.7537861,0.6092887,0.0,8.125063106373846,14.503228890172759,False
homography_macro__20260317_101644_tp00048.mp4__track2336__t59568_59658__00009847,20260317_101644_tp00048.mp4,2336,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,59568,59658,4169.742138660728,4176.042111674417,14.2857754794239,2.3809625799039837,normal_test,0.56176364,0.71649605,0.9623772,0.584673,0.9503656,0.32925746,0.2,15.445905436413815,14.489102308912178,False
homography_macro__20260329_140358_tp00074.mp4__track1847__t45984_46074__00018369,20260329_140358_tp00074.mp4,1847,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,45984,46074,3218.8812821733254,3225.1812846827984,14.28570859530194,2.380951432550323,normal_test,0.24427497,0.10909864,0.82543427,1.8256247,0.44044665,1.3287472,0.46666667,12.372327857029623,14.480293217692488,False
homography_macro__20260329_140358_tp00074.mp4__track1701__t44928_45018__00018344,20260329_140358_tp00074.mp4,1701,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,44928,45018,3144.961252728844,3151.2612552383166,14.28570859530194,2.380951432550323,normal_test,0.56031513,0.6029956,0.96967745,1.7680882,0.53644156,0.54929537,0.06666667,13.473441051086997,14.434860299045035,False
homography_macro__20260317_101644_tp00048.mp4__track633__t20592_20700__00009402,20260317_101644_tp00048.mp4,633,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20592,20700,1441.4338255321936,1448.993793148621,14.2857754794239,2.3809625799039837,normal_test,0.43806195,0.44072607,0.76086414,1.0018766,0.3833601,0.27099824,0.0,14.603857260920934,14.434134262009454,False
homography_macro__20260329_140358_tp00074.mp4__track1059__t29040_29136__00017794,20260329_140358_tp00074.mp4,1059,D:\Embeddings_Distribution\raw_videos\20260329_140358_tp00074.mp4,29040,29136,2032.8008097232375,2039.520812400009,14.28570859530194,2.380951432550323,normal_test,0.46530238,0.20327774,1.3336962,3.5225484,0.13004042,0.8964482,0.46666667,16.41290263639922,14.392660345294114,False
homography_macro__20260317_101644_tp00048.mp4__track1003__t30816_30912__00009450,20260317_101644_tp00048.mp4,1003,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,30816,30912,2157.110759887338,2163.8307311019407,14.2857754794239,2.3809625799039837,normal_test,0.3193877,0.09272401,1.0585707,1.6525851,0.92219716,0.628363,0.46666667,13.791282653329432,14.389923840112315,False
homography_macro__20260331_083223_tp00084.mp4__track322__t7344_7434__00023445,20260331_083223_tp00084.mp4,322,D:\Embeddings_Distribution\raw_videos\20260331_083223_tp00084.mp4,7344,7434,514.0687579555716,520.3686201854193,14.28602669651966,2.3810044494199434,normal_test,0.8482842,1.031037,1.6668591,1.1757188,0.9205802,0.21422485,0.0,15.639755599425172,14.377221525976026,False
homography_macro__20260315_130536_tp00036.mp4__track2055__t12624_12714__00002788,20260315_130536_tp00036.mp4,2055,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,12624,12714,883.661660670664,889.9615299244948,14.286010768441496,2.381001794740249,normal_test,0.21259794,0.10929996,0.8276358,1.0307186,0.5636808,0.96822256,0.26666668,13.989120020876015,14.368207071184083,False
homography_macro__20260317_101644_tp00048.mp4__track633__t20544_20658__00009400,20260317_101644_tp00048.mp4,633,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20544,20658,1438.0738399248924,1446.0538057422327,14.2857754794239,2.3809625799039837,normal_test,0.5317489,0.39228135,1.3926572,3.2603045,0.8125981,0.48189378,0.0,14.179828219345234,14.349551218256718,False
