tubelet_id,video_path,video_id,track_id,start_frame,end_frame,start_time_sec,end_time_sec,clip_span_sec,clip_duration_sec,mean_conf,min_conf,mean_bbox_area_ratio,mean_iou,max_center_jump_ratio,split,deep_knn_score_k1,deep_knn_score_k3,deep_knn_score_k5,deep_knn_score_k10,deep_knn_score_k20,deep_knn_score_k1_gauss_s1_0,deep_knn_score_k1_gauss_s2_0,deep_knn_score_k1_gauss_s3_0,deep_knn_score_k3_gauss_s1_0,deep_knn_score_k3_gauss_s2_0,deep_knn_score_k3_gauss_s3_0,deep_knn_score_k5_gauss_s1_0,deep_knn_score_k5_gauss_s2_0,deep_knn_score_k5_gauss_s3_0,deep_knn_score_k10_gauss_s1_0,deep_knn_score_k10_gauss_s2_0,deep_knn_score_k10_gauss_s3_0,deep_knn_score_k20_gauss_s1_0,deep_knn_score_k20_gauss_s2_0,deep_knn_score_k20_gauss_s3_0
homography_macro__20260317_101644_tp00048.mp4__track1511__t44448_44538__00009614,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1511,44448,44538,3111.3466723608653,3117.646645374555,6.299973013689851,6.299973013689851,0.6211000829935074,0.5824897289276123,0.0047678140897279,0.9372729745201608,0.0385356162926265,normal_test,0.1508234292268753,0.16066695749759674,0.16374044120311737,0.16824106872081757,0.17279377579689026,0.1295047452460898,0.12381865710040929,0.12052189514669613,0.13774846247923223,0.1325974763627323,0.12923754821616673,0.14052009394076276,0.135908573205394,0.13267790339150812,0.14456190928891577,0.14017593684147908,0.13699471382988115,0.1487646890122838,0.14439800149003845,0.1412316641374819
homography_macro__20260315_130536_tp00036.mp4__track6620__t39984_40086__00003522,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6620,39984,40086,2798.821913835221,2805.961765656229,7.139851821008051,7.139851821008051,0.6542366147041321,0.3962295651435852,0.0139206901358171,0.8368191145540961,0.2472347080567504,normal_test,0.1533990055322647,0.15772300958633423,0.16059932112693787,0.16364926099777222,0.1678592413663864,0.13231546271013875,0.1286347866446904,0.12165080680747088,0.1380897249305345,0.1335251500454243,0.12637430434170888,0.14066100586560845,0.13579793171711727,0.12873756025390098,0.14415488062091078,0.1391590216165743,0.13228084062346218,0.14886581756856454,0.14395931809989143,0.13721214301166876
homography_macro__20260315_130536_tp00036.mp4__track6546__t39168_39258__00003476,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6546,39168,39258,2741.7030992671557,2748.002968520986,6.2998692538308205,6.2998692538308205,0.8227540850639343,0.7271341681480408,0.0311224596793689,0.9111625721999528,0.0679639178276376,normal_test,0.10628753155469894,0.11336002498865128,0.11637794971466064,0.12308889627456665,0.1319795399904251,0.1201802530659334,0.1259072559622976,0.1277136777610709,0.12583624916386313,0.1317301984927674,0.13461354403289694,0.1288112378041823,0.13515891715064884,0.13831869848205425,0.134659712821467,0.14064545953993984,0.14381571993150008,0.1422288111058054,0.1470669640193551,0.1498892488534136
homography_macro__20260317_101644_tp00048.mp4__track1329__t43056_43146__00009581,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1329,43056,43146,3013.907089749132,3020.207062762822,6.299973013689851,6.299973013689851,0.525339649990201,0.4627615809440613,0.0039842624833757,0.9720698556908648,0.0165641219646538,normal_test,0.1373339295387268,0.13860885798931122,0.14070139825344086,0.14258091151714325,0.14517273008823395,0.13659707415600467,0.13153326157281975,0.12379115888567614,0.13792604478580098,0.13282978429291187,0.1252712151937303,0.1401992340865853,0.13508393375846145,0.12743237827332787,0.14229708796224866,0.13761632461392467,0.13034948455195533,0.14475965630155355,0.14042554148740655,0.13380832880766372
homography_macro__20260315_130536_tp00036.mp4__track6633__t40176_40266__00003535,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6633,40176,40266,2812.26163491006,2818.5615041638907,6.2998692538308205,6.2998692538308205,0.7278540767729282,0.6993294358253479,0.0099716298333013,0.953576098420446,0.041090340588997,normal_test,0.14689546823501587,0.14840520918369293,0.15087464451789856,0.15403851866722107,0.1575215756893158,0.14017961418298622,0.1278708419342085,0.12502310473962225,0.144172883008255,0.13214989698942436,0.1292323137468878,0.14678805123953717,0.1349390374848246,0.1321213770442624,0.15076016626771838,0.1397310818769339,0.13719850523321203,0.15565607756754324,0.14553636874206588,0.1433060921461043
homography_macro__20260315_130536_tp00036.mp4__track6476__t39360_39450__00003487,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6476,39360,39450,2755.142820341994,2761.442689595825,6.2998692538308205,6.2998692538308205,0.8772872090339661,0.8367403149604797,0.0417257755676126,0.9601094474435956,0.0449444120038076,normal_test,0.1118006706237793,0.11383973807096481,0.11455122381448746,0.11715825647115707,0.12046004831790924,0.12526572771193673,0.1295409976675419,0.1301127032980029,0.1273715658528663,0.13233520201209276,0.1330622481703299,0.12847991720880195,0.13388668285177485,0.13480883151018527,0.13162779977659328,0.1371635448471686,0.1382559610101257,0.13548734023176556,0.1411439989576665,0.14242966511154126
homography_macro__20260317_101644_tp00048.mp4__track1511__t44400_44490__00009612,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1511,44400,44490,3107.9866867535643,3114.2866597672537,6.299973013689396,6.299973013689396,0.6201517321169376,0.5876567959785461,0.00473728213453,0.9070254377812929,0.0312771964996159,normal_test,0.1413121521472931,0.1561095118522644,0.16264541447162628,0.1687338948249817,0.17345446348190308,0.12363041239829523,0.11871611378771033,0.11585681186290685,0.13478901744186406,0.12890941468752976,0.12496409923679999,0.13967586688308542,0.13334761337885548,0.12900407512810802,0.14474952424229656,0.13822361073898887,0.13360686947084893,0.14914456203074933,0.14265056766102657,0.1379307256638681
homography_macro__20260315_130536_tp00036.mp4__track6535__t39072_39162__00003469,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6535,39072,39162,2734.983238729736,2741.2831079835664,6.2998692538308205,6.2998692538308205,0.8242470845580101,0.70158451795578,0.0320794325636181,0.7963952576731139,0.1139533977835773,normal_test,0.10903007537126541,0.13701127469539642,0.1460641324520111,0.1556370109319687,0.16365189850330353,0.11138551371377234,0.10750483750019543,0.10408540649521335,0.13279562671069237,0.12594535575235533,0.12045053682054183,0.14085326083443134,0.13309395000814467,0.1269342729134511,0.14918356415767192,0.14124195352985774,0.1350600407614135,0.15636528594064733,0.14873047810692364,0.14280899382305978
homography_macro__20260317_101644_tp00048.mp4__track1511__t44496_44586__00009616,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1511,44496,44586,3114.7066579681664,3121.006630981856,6.299973013689851,6.299973013689851,0.6440366245806217,0.5824897289276123,0.0056262642923741,0.887632072997738,0.0723476562196055,normal_test,0.14833983778953552,0.14992250502109528,0.15157942473888397,0.15413205325603485,0.1571420580148697,0.13036054634616676,0.12649158642332528,0.12379607652490936,0.13225455956117316,0.13042577760073243,0.1290484344947538,0.13367369337657042,0.13229453550082448,0.13137218187239846,0.13612471852418345,0.13523997409583485,0.13469396328347605,0.13937029881561006,0.13880907805023557,0.13844238016990942
homography_macro__20260315_130536_tp00036.mp4__track6646__t40080_40170__00003529,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6646,40080,40170,2805.5417743726407,2811.841643626471,6.299869253830366,6.299869253830366,0.840199314057827,0.7664996981620789,0.0259190798085717,0.904708486361598,0.0501877706822892,normal_test,0.10144403576850891,0.10465576499700546,0.10894951969385147,0.11587949842214584,0.124164879322052,0.11732794189155638,0.12420507899763689,0.12749209595994937,0.12142479346153781,0.12840296688435093,0.13180799238812854,0.12531545814908357,0.13204036040350847,0.13515309747645746,0.13160320623927924,0.13830612817147941,0.14123779100547185,0.13900295571538207,0.14544511925604264,0.14819531534035243
homography_macro__20260315_130536_tp00036.mp4__track6476__t39216_39306__00003478,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6476,39216,39306,2745.063029535865,2751.362898789696,6.2998692538308205,6.2998692538308205,0.8700766339898109,0.837408721446991,0.0482785118675011,0.9504853548221888,0.0399061901465988,normal_test,0.13233765959739685,0.1368134319782257,0.1399349421262741,0.14387096464633942,0.15064619481563568,0.13062748940848287,0.12382996810856842,0.12361098499982184,0.1348378788090313,0.12876437928303086,0.12889937888750114,0.1377244795649305,0.13164336152959016,0.13191708798313395,0.14234631860656874,0.13747163805710327,0.1378692844037369,0.14862166257219772,0.14492090041128539,0.14526445492142415
homography_macro__20260315_130536_tp00036.mp4__track4393__t26352_26442__00003291,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,4393,26352,26442,1844.6017175216523,1850.901586775483,6.2998692538308205,6.2998692538308205,0.8367267660796642,0.7901180386543274,0.0551673023657623,0.9269070060984618,0.0720890763949936,normal_test,0.12959887087345123,0.13210856914520264,0.13394007086753845,0.1421850472688675,0.14999531209468842,0.12683737563990383,0.12511701446183243,0.12353669575562991,0.1299085962780383,0.12862416067876287,0.12706130112441982,0.13231835052314003,0.13142135661494894,0.12989204754123138,0.13951609491950737,0.1384557098552141,0.13661689015266362,0.1470160560582025,0.1456689381637921,0.1435089763235773
homography_macro__20260317_101644_tp00048.mp4__track1501__t44112_44202__00009602,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1501,44112,44202,3087.826773109757,3094.126746123447,6.299973013689851,6.299973013689851,0.5585290584713221,0.384378969669342,0.0059717750674408,0.8916603681246241,0.0485353921711884,normal_test,0.15652787685394287,0.16312970221042633,0.16553498804569244,0.16865620017051697,0.174502432346344,0.13264824787052373,0.12389398929660819,0.11514975554915287,0.137102917064942,0.12822368109746862,0.11975453341478515,0.13923987354306688,0.13086325093999712,0.12293634803825573,0.1421924421897819,0.13449690509246642,0.12722178746405963,0.1469094812914292,0.13914746866797717,0.13219296123481394
