2026/06/18 15:00:48.987, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 57, 62.80 W
===== GPU BOARD 2026-06-18 15:00:51 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:00:51.046, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 73.82 W
===== GPU BOARD 2026-06-18 15:00:53 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:00:53.108, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 73.41 W
===== GPU BOARD 2026-06-18 15:00:55 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:00:55.170, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 58, 65.07 W
===== GPU BOARD 2026-06-18 15:00:57 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:00:57.234, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 57, 64.86 W
===== GPU BOARD 2026-06-18 15:00:59 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:00:59.291, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 57, 70.54 W
===== GPU BOARD 2026-06-18 15:01:01 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:01.355, NVIDIA GeForce RTX 5090 Laptop GPU, 76 %, 14558 MiB, 24463 MiB, 59, 44.39 W
===== GPU BOARD 2026-06-18 15:01:03 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:03.420, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 47.46 W
===== GPU BOARD 2026-06-18 15:01:05 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:05.480, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 58, 53.95 W
===== GPU BOARD 2026-06-18 15:01:07 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:07.550, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 57, 53.24 W
===== GPU BOARD 2026-06-18 15:01:09 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:09.612, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 57, 53.19 W
===== GPU BOARD 2026-06-18 15:01:11 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:11.674, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 58, 61.33 W
===== GPU BOARD 2026-06-18 15:01:13 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:13.739, NVIDIA GeForce RTX 5090 Laptop GPU, 91 %, 14558 MiB, 24463 MiB, 57, 62.31 W
===== GPU BOARD 2026-06-18 15:01:15 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:15.796, NVIDIA GeForce RTX 5090 Laptop GPU, 92 %, 14558 MiB, 24463 MiB, 58, 61.30 W
===== GPU BOARD 2026-06-18 15:01:17 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:17.852, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 60.88 W
===== GPU BOARD 2026-06-18 15:01:19 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:19.911, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 71.35 W
===== GPU BOARD 2026-06-18 15:01:21 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:21.966, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 58, 66.13 W
===== GPU BOARD 2026-06-18 15:01:23 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:24.034, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 58, 65.81 W
===== GPU BOARD 2026-06-18 15:01:26 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:26.089, NVIDIA GeForce RTX 5090 Laptop GPU, 91 %, 14558 MiB, 24463 MiB, 59, 68.72 W
===== GPU BOARD 2026-06-18 15:01:28 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:28.148, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 58, 65.17 W
===== GPU BOARD 2026-06-18 15:01:30 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:30.211, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 58, 65.74 W
===== GPU BOARD 2026-06-18 15:01:32 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:32.284, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 64.33 W
===== GPU BOARD 2026-06-18 15:01:34 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:34.348, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 63.36 W
===== GPU BOARD 2026-06-18 15:01:36 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:36.417, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 65.06 W
===== GPU BOARD 2026-06-18 15:01:38 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:38.481, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 59, 65.37 W
===== GPU BOARD 2026-06-18 15:01:40 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:40.552, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 67.26 W
===== GPU BOARD 2026-06-18 15:01:42 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:42.610, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 60, 65.37 W
===== GPU BOARD 2026-06-18 15:01:44 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:44.669, NVIDIA GeForce RTX 5090 Laptop GPU, 64 %, 14558 MiB, 24463 MiB, 57, 50.61 W
===== GPU BOARD 2026-06-18 15:01:46 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:46.733, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 59, 56.85 W
===== GPU BOARD 2026-06-18 15:01:48 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:48.792, NVIDIA GeForce RTX 5090 Laptop GPU, 5 %, 14558 MiB, 24463 MiB, 59, 46.10 W
===== GPU BOARD 2026-06-18 15:01:50 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:50.862, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 52.07 W
===== GPU BOARD 2026-06-18 15:01:52 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:52.928, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 53.23 W
===== GPU BOARD 2026-06-18 15:01:54 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:54.999, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 63.22 W
===== GPU BOARD 2026-06-18 15:01:57 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:57.056, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 58, 68.08 W
===== GPU BOARD 2026-06-18 15:01:59 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:01:59.117, NVIDIA GeForce RTX 5090 Laptop GPU, 90 %, 14558 MiB, 24463 MiB, 59, 60.91 W
===== GPU BOARD 2026-06-18 15:02:01 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:01.185, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 60.06 W
===== GPU BOARD 2026-06-18 15:02:03 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:03.247, NVIDIA GeForce RTX 5090 Laptop GPU, 98 %, 14558 MiB, 24463 MiB, 60, 71.16 W
===== GPU BOARD 2026-06-18 15:02:05 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:05.314, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 60, 75.93 W
===== GPU BOARD 2026-06-18 15:02:07 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:07.374, NVIDIA GeForce RTX 5090 Laptop GPU, 90 %, 14558 MiB, 24463 MiB, 59, 74.11 W
===== GPU BOARD 2026-06-18 15:02:09 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:09.440, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 67.29 W
===== GPU BOARD 2026-06-18 15:02:11 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:11.503, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 65.01 W
===== GPU BOARD 2026-06-18 15:02:13 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:13.563, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 59, 66.15 W
===== GPU BOARD 2026-06-18 15:02:15 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:15.637, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 69.53 W
===== GPU BOARD 2026-06-18 15:02:17 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:17.707, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 64.07 W
===== GPU BOARD 2026-06-18 15:02:19 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:19.767, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 65.95 W
===== GPU BOARD 2026-06-18 15:02:21 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:21.829, NVIDIA GeForce RTX 5090 Laptop GPU, 3 %, 14558 MiB, 24463 MiB, 58, 54.42 W
===== GPU BOARD 2026-06-18 15:02:23 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:23.888, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 51.01 W
===== GPU BOARD 2026-06-18 15:02:25 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:25.949, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 54.79 W
===== GPU BOARD 2026-06-18 15:02:27 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:28.015, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 58, 53.54 W
===== GPU BOARD 2026-06-18 15:02:30 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:30.082, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 52.34 W
===== GPU BOARD 2026-06-18 15:02:32 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:32.155, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 53.91 W
===== GPU BOARD 2026-06-18 15:02:34 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:34.211, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 58, 67.01 W
===== GPU BOARD 2026-06-18 15:02:36 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:36.283, NVIDIA GeForce RTX 5090 Laptop GPU, 92 %, 14558 MiB, 24463 MiB, 58, 60.66 W
===== GPU BOARD 2026-06-18 15:02:38 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:38.346, NVIDIA GeForce RTX 5090 Laptop GPU, 92 %, 14558 MiB, 24463 MiB, 58, 62.06 W
===== GPU BOARD 2026-06-18 15:02:40 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:40.408, NVIDIA GeForce RTX 5090 Laptop GPU, 98 %, 14558 MiB, 24463 MiB, 58, 60.24 W
===== GPU BOARD 2026-06-18 15:02:42 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:42.463, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 75.90 W
===== GPU BOARD 2026-06-18 15:02:44 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:44.519, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 77.00 W
===== GPU BOARD 2026-06-18 15:02:46 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:46.589, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 69.75 W
===== GPU BOARD 2026-06-18 15:02:48 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:48.647, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 75.26 W
===== GPU BOARD 2026-06-18 15:02:50 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:50.712, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 75.23 W
===== GPU BOARD 2026-06-18 15:02:52 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:52.779, NVIDIA GeForce RTX 5090 Laptop GPU, 97 %, 14558 MiB, 24463 MiB, 58, 66.94 W
===== GPU BOARD 2026-06-18 15:02:54 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:54.848, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 66.22 W
===== GPU BOARD 2026-06-18 15:02:56 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:56.914, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 65.67 W
===== GPU BOARD 2026-06-18 15:02:58 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:02:58.973, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 67.32 W
===== GPU BOARD 2026-06-18 15:03:00 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:01.052, NVIDIA GeForce RTX 5090 Laptop GPU, 74 %, 14558 MiB, 24463 MiB, 57, 45.53 W
===== GPU BOARD 2026-06-18 15:03:03 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:03.111, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 59, 52.53 W
===== GPU BOARD 2026-06-18 15:03:05 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:05.173, NVIDIA GeForce RTX 5090 Laptop GPU, 3 %, 14558 MiB, 24463 MiB, 58, 44.96 W
===== GPU BOARD 2026-06-18 15:03:07 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:07.232, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 58, 53.05 W
===== GPU BOARD 2026-06-18 15:03:09 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:09.294, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 58, 53.26 W
===== GPU BOARD 2026-06-18 15:03:11 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:11.358, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 60, 57.10 W
===== GPU BOARD 2026-06-18 15:03:13 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:13.415, NVIDIA GeForce RTX 5090 Laptop GPU, 91 %, 14558 MiB, 24463 MiB, 59, 67.80 W
===== GPU BOARD 2026-06-18 15:03:15 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:15.480, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 61.88 W
===== GPU BOARD 2026-06-18 15:03:17 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:17.546, NVIDIA GeForce RTX 5090 Laptop GPU, 97 %, 14558 MiB, 24463 MiB, 61, 67.18 W
===== GPU BOARD 2026-06-18 15:03:19 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:19.615, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 66.25 W
===== GPU BOARD 2026-06-18 15:03:21 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:21.671, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 71.76 W
===== GPU BOARD 2026-06-18 15:03:23 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:23.731, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 60, 72.93 W
===== GPU BOARD 2026-06-18 15:03:25 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:25.796, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 63.16 W
===== GPU BOARD 2026-06-18 15:03:27 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:27.856, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 63.42 W
===== GPU BOARD 2026-06-18 15:03:29 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:29.913, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 59, 65.87 W
===== GPU BOARD 2026-06-18 15:03:31 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:31.984, NVIDIA GeForce RTX 5090 Laptop GPU, 97 %, 14558 MiB, 24463 MiB, 59, 66.54 W
===== GPU BOARD 2026-06-18 15:03:33 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:34.040, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 60, 69.22 W
===== GPU BOARD 2026-06-18 15:03:36 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:36.108, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 60, 65.90 W
===== GPU BOARD 2026-06-18 15:03:38 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:38.164, NVIDIA GeForce RTX 5090 Laptop GPU, 95 %, 14558 MiB, 24463 MiB, 59, 65.90 W
===== GPU BOARD 2026-06-18 15:03:40 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:40.219, NVIDIA GeForce RTX 5090 Laptop GPU, 91 %, 14558 MiB, 24463 MiB, 60, 65.52 W
===== GPU BOARD 2026-06-18 15:03:42 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:42.280, NVIDIA GeForce RTX 5090 Laptop GPU, 18 %, 14558 MiB, 24463 MiB, 57, 49.92 W
===== GPU BOARD 2026-06-18 15:03:44 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:44.347, NVIDIA GeForce RTX 5090 Laptop GPU, 96 %, 14558 MiB, 24463 MiB, 60, 52.22 W
===== GPU BOARD 2026-06-18 15:03:46 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:46.408, NVIDIA GeForce RTX 5090 Laptop GPU, 92 %, 14558 MiB, 24463 MiB, 59, 52.69 W
===== GPU BOARD 2026-06-18 15:03:48 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:48.473, NVIDIA GeForce RTX 5090 Laptop GPU, 85 %, 14558 MiB, 24463 MiB, 59, 52.15 W
===== GPU BOARD 2026-06-18 15:03:50 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:50.532, NVIDIA GeForce RTX 5090 Laptop GPU, 93 %, 14558 MiB, 24463 MiB, 59, 52.07 W
===== GPU BOARD 2026-06-18 15:03:52 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:52.589, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 53.29 W
===== GPU BOARD 2026-06-18 15:03:54 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:54.655, NVIDIA GeForce RTX 5090 Laptop GPU, 88 %, 14558 MiB, 24463 MiB, 60, 72.10 W
===== GPU BOARD 2026-06-18 15:03:56 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:56.724, NVIDIA GeForce RTX 5090 Laptop GPU, 92 %, 14558 MiB, 24463 MiB, 59, 63.48 W
===== GPU BOARD 2026-06-18 15:03:58 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:03:58.784, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 61.66 W
===== GPU BOARD 2026-06-18 15:04:00 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:04:00.840, NVIDIA GeForce RTX 5090 Laptop GPU, 94 %, 14558 MiB, 24463 MiB, 59, 62.86 W
===== GPU BOARD 2026-06-18 15:04:02 =====
timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/06/18 15:04:02.898, NVIDIA GeForce RTX 5090 Laptop GPU, 98 %, 14558 MiB, 24463 MiB, 61, 64.41 W
