tubelet_id,video_path,video_id,track_id,start_frame,end_frame,start_time_sec,end_time_sec,clip_span_sec,clip_duration_sec,mean_conf,min_conf,mean_bbox_area_ratio,mean_iou,max_center_jump_ratio,split,deep_knn_score_k1,deep_knn_score_k3,deep_knn_score_k5,deep_knn_score_k10,deep_knn_score_k20
homography_macro__20260315_093203_tp00034.mp4__track2__t240_330__00000010,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,2,240,330,16.79992685572602,23.09989942662328,6.299972570897257,6.299972570897257,0.7362364232540131,0.5944854021072388,0.0377560906644598,0.807408616068808,0.2012645604512166,calibration,0.0770699605345726,0.08077121526002884,0.08174137771129608,0.0834125429391861,0.0878581777215004
homography_macro__20260315_093203_tp00034.mp4__track3__t240_336__00000011,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,3,240,336,16.79992685572602,23.519897598016428,6.719970742290407,6.719970742290407,0.5254316236823797,0.4319133758544922,0.0226039178509709,0.8423232164344501,0.0932251895470704,calibration,0.07328615337610245,0.07466527074575424,0.07537700235843658,0.07668418437242508,0.07910408824682236
homography_macro__20260315_093203_tp00034.mp4__track2__t288_378__00000012,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,2,288,378,20.159912226871224,26.45988479776848,6.299972570897257,6.299972570897257,0.8082552142441273,0.7069751620292664,0.0403977954579432,0.6305615790784078,0.2012645604512166,calibration,0.058198776096105576,0.06421905010938644,0.06656898558139801,0.07170408964157104,0.08026657998561859
homography_macro__20260315_093203_tp00034.mp4__track3__t288_384__00000013,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,3,288,384,20.159912226871224,26.87988296916163,6.719970742290407,6.719970742290407,0.6551709994673729,0.4319133758544922,0.0267643515643662,0.8896973071039302,0.0932251895470704,calibration,0.07311248034238815,0.07451126724481583,0.07517466694116592,0.07661332190036774,0.07876507192850113
homography_macro__20260315_093203_tp00034.mp4__track2__t336_426__00000014,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,2,336,426,23.519897598016428,29.819870168913685,6.299972570897257,6.299972570897257,0.8632095232605934,0.7554722428321838,0.036477495694911,0.5030151551798405,0.1853402186838571,calibration,0.05967659875750542,0.0608675591647625,0.061588115990161896,0.0634724497795105,0.06665568053722382
homography_macro__20260315_093203_tp00034.mp4__track3__t336_426__00000015,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,3,336,426,23.519897598016428,29.819870168913685,6.299972570897257,6.299972570897257,0.7888395935297012,0.7557209134101868,0.0295888316181722,0.9275131492422748,0.1114014398714648,calibration,0.06916581839323044,0.07249347120523453,0.07617577165365219,0.07996571063995361,0.08294790983200073
homography_macro__20260315_093203_tp00034.mp4__track2__t384_474__00000016,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,2,384,474,26.87988296916163,33.17985554005889,6.299972570897257,6.299972570897257,0.8728959113359451,0.8101048469543457,0.025196726673056,0.5602410735300475,0.1752752903890649,calibration,0.06487654894590378,0.06914171576499939,0.07109055668115616,0.07686551660299301,0.0853957086801529
homography_macro__20260315_093203_tp00034.mp4__track2__t432_522__00000017,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,2,432,522,30.239868340306835,36.539840911204095,6.2999725708972605,6.2999725708972605,0.8319603614509106,0.4953440427780151,0.0144797633298017,0.5803101080733895,0.1446665012118159,calibration,0.055337101221084595,0.05864441394805908,0.06074605509638786,0.06479363888502121,0.06925938278436661
homography_macro__20260315_093203_tp00034.mp4__track30__t768_858__00000018,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,768,858,53.75976593832326,60.05973850922052,6.299972570897253,6.299972570897253,0.8671930767595768,0.7744680643081665,0.0306672046395108,0.4619538203667032,0.2429786247682901,calibration,0.061765156686306,0.06595780700445175,0.06967209279537201,0.0765938088297844,0.08301344513893127
homography_macro__20260315_093203_tp00034.mp4__track30__t816_906__00000019,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,816,906,57.11975130946846,63.41972388036572,6.2999725708972605,6.2999725708972605,0.8581560626626015,0.8218972682952881,0.0195088030672506,0.4810276839806676,0.1812949122502283,calibration,0.051751673221588135,0.0624188631772995,0.06835749000310898,0.07626104354858398,0.08651013672351837
homography_macro__20260315_093203_tp00034.mp4__track30__t864_954__00000020,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,864,954,60.47973668061367,66.77970925151092,6.299972570897253,6.299972570897253,0.8368075974285603,0.7939947247505188,0.0124648919096079,0.5680113014000573,0.1812949122502283,calibration,0.07859312742948532,0.08268578350543976,0.08592598885297775,0.09120474755764008,0.09696036577224731
homography_macro__20260315_093203_tp00034.mp4__track30__t912_1002__00000021,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,912,1002,63.83972205175888,70.13969462265614,6.2999725708972605,6.2999725708972605,0.8108912035822868,0.7284902334213257,0.011665207864387,0.7098671998016903,0.1769411126656252,calibration,0.09718866646289825,0.10320942848920822,0.10512275993824005,0.10931997001171112,0.11451538652181625
homography_macro__20260315_093203_tp00034.mp4__track36__t912_1008__00000022,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,912,1008,63.83972205175888,70.55969279404928,6.719970742290407,6.719970742290407,0.6364695411175489,0.4545729756355285,0.0126506815962417,0.7002341912571298,0.1500065641215505,calibration,0.07965653389692307,0.08048511296510696,0.08171701431274414,0.08407381176948547,0.08825024217367172
homography_macro__20260315_093203_tp00034.mp4__track30__t960_1050__00000023,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,960,1050,67.19970742290408,73.49967999380134,6.299972570897253,6.299972570897253,0.8275264166295528,0.7284902334213257,0.0153292727183275,0.604238335133253,0.2059333881436124,calibration,0.08654134720563889,0.090825654566288,0.09285128861665726,0.09824732691049576,0.10766477882862091
homography_macro__20260315_093203_tp00034.mp4__track36__t960_1050__00000024,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,960,1050,67.19970742290408,73.49967999380134,6.299972570897253,6.299972570897253,0.75178162753582,0.5597699880599976,0.0187632061457612,0.6766188607663625,0.1282028409774888,calibration,0.08604388684034348,0.08861402422189713,0.09255333244800568,0.09728848934173584,0.10271954536437988
homography_macro__20260315_093203_tp00034.mp4__track30__t1008_1098__00000025,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,30,1008,1098,70.55969279404928,76.85966536494654,6.299972570897253,6.299972570897253,0.8329053483903408,0.7013508677482605,0.0216291808192015,0.4977733836279489,0.2059333881436124,calibration,0.07258095592260361,0.08376869559288025,0.08780926465988159,0.09542868286371231,0.10194747149944305
homography_macro__20260315_093203_tp00034.mp4__track36__t1008_1098__00000026,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,1008,1098,70.55969279404928,76.85966536494654,6.299972570897253,6.299972570897253,0.8429314605891705,0.7940359711647034,0.0334433818002492,0.5937024924649749,0.1391453933444301,calibration,0.06850941479206085,0.07669036090373993,0.08178392052650452,0.08847980201244354,0.09594450145959854
homography_macro__20260315_093203_tp00034.mp4__track71__t1008_1134__00000027,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,71,1008,1134,70.55969279404928,79.37965439330544,8.81996159925616,8.81996159925616,0.3650938831269741,0.251125693321228,0.0075123518429718,0.934653259648907,0.19623325099274,calibration,0.10951986908912659,0.1109941378235817,0.11214198917150497,0.12094882875680923,0.13101525604724884
homography_macro__20260315_093203_tp00034.mp4__track36__t1056_1146__00000028,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,1056,1146,73.91967816519448,80.21965073609174,6.299972570897253,6.299972570897253,0.8579066209495068,0.7940359711647034,0.0448958945342039,0.5702569662161879,0.2292230608209414,calibration,0.07195838540792465,0.07693527638912201,0.08084069192409515,0.085350900888443,0.09073953330516815
homography_macro__20260315_093203_tp00034.mp4__track36__t1104_1194__00000029,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,1104,1194,77.27966353633968,83.57963610723695,6.299972570897268,6.299972570897268,0.7919318601489067,0.5553398132324219,0.0405974363732028,0.701399810836233,0.2292230608209414,calibration,0.06902914494276047,0.07210595160722733,0.0786856859922409,0.08516226708889008,0.09402526170015335
homography_macro__20260315_093203_tp00034.mp4__track36__t1152_1242__00000030,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,1152,1242,80.6396489074849,86.93962147838215,6.299972570897253,6.299972570897253,0.7438739575445652,0.5553398132324219,0.0352623640233028,0.7856746185618836,0.1439266277904689,calibration,0.08464158326387405,0.08790505677461624,0.0913640707731247,0.09566423296928406,0.10007020086050034
homography_macro__20260315_093203_tp00034.mp4__track81__t1200_1302__00000031,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1200,1302,83.9996342786301,91.13960319231366,7.1399689136835605,7.1399689136835605,0.7918134145438671,0.4521827101707458,0.0336972465169392,0.8785532982419245,0.0900119108068294,calibration,0.0655275285243988,0.07163981348276138,0.0775696188211441,0.08412666618824005,0.090633325278759
homography_macro__20260315_093203_tp00034.mp4__track36__t1200_1308__00000032,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,36,1200,1308,83.9996342786301,91.5596013637068,7.559967085076707,7.559967085076707,0.7072188332676888,0.3948396444320678,0.0293990678551114,0.7546335492855936,0.1289051141060795,calibration,0.0892486646771431,0.0907430648803711,0.09302578121423721,0.09664551913738251,0.10116897523403168
homography_macro__20260315_093203_tp00034.mp4__track81__t1248_1338__00000033,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1248,1338,87.3596196497753,93.65959222067256,6.299972570897253,6.299972570897253,0.8396775424480438,0.8112798929214478,0.035624873246058,0.8752606928181045,0.104083196819658,calibration,0.06197953596711159,0.0677262395620346,0.07139226049184799,0.07689408212900162,0.08170617371797562
homography_macro__20260315_093203_tp00034.mp4__track81__t1296_1386__00000034,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1296,1386,90.7196050209205,97.01957759181776,6.299972570897268,6.299972570897268,0.8390651345252991,0.807065486907959,0.0378667354055621,0.870418850212926,0.104083196819658,calibration,0.06455632299184799,0.06632182747125626,0.06687130033969879,0.06862913072109222,0.0712694376707077
homography_macro__20260315_093203_tp00034.mp4__track81__t1344_1434__00000035,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1344,1434,94.07959039206573,100.37956296296296,6.299972570897253,6.299972570897253,0.8388987258076668,0.8048596382141113,0.0346771565774241,0.8607100492685545,0.0703928847003197,calibration,0.064381442964077,0.06572964787483215,0.06642817705869675,0.06999146938323975,0.0756959468126297
homography_macro__20260315_093203_tp00034.mp4__track81__t1392_1482__00000036,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1392,1482,97.43957576321093,103.73954833410816,6.299972570897253,6.299972570897253,0.8552233725786209,0.8048596382141113,0.0282356773275007,0.8934649799802941,0.0703928847003197,calibration,0.06158449873328209,0.062174241989851,0.06441842019557953,0.067940354347229,0.07472830265760422
homography_macro__20260315_093203_tp00034.mp4__track81__t1440_1530__00000037,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1440,1530,100.79956113435613,107.09953370525338,6.299972570897268,6.299972570897268,0.8648359477519989,0.8198060393333435,0.0267528797089685,0.941809224296351,0.0310004943090182,calibration,0.06570836901664734,0.06995919346809387,0.07168194651603699,0.0759243443608284,0.08464346826076508
homography_macro__20260315_093203_tp00034.mp4__track81__t1488_1578__00000038,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1488,1578,104.15954650550132,110.45951907639858,6.299972570897253,6.299972570897253,0.8685069605708122,0.8398610949516296,0.0257763209943094,0.9625529443033491,0.0125700139669085,calibration,0.062343645840883255,0.0659547671675682,0.06800248473882675,0.07541036605834961,0.08546093851327896
homography_macro__20260315_093203_tp00034.mp4__track110__t1488_1578__00000039,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,110,1488,1578,104.15954650550132,110.45951907639858,6.299972570897253,6.299972570897253,0.7868059128522873,0.6911060214042664,0.0372319360372135,0.9194908690178896,0.0922945255583358,calibration,0.08966406434774399,0.0934809222817421,0.09553508460521698,0.09811156988143921,0.10214830935001373
homography_macro__20260315_093203_tp00034.mp4__track81__t1536_1626__00000040,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1536,1626,107.51953187664652,113.81950444754378,6.299972570897253,6.299972570897253,0.8698845878243446,0.8389653563499451,0.0263548706017622,0.8815860160315161,0.1949478639822578,calibration,0.06299866735935211,0.06807791441679001,0.07076428085565567,0.07654015719890594,0.08143066614866257
homography_macro__20260315_093203_tp00034.mp4__track110__t1536_1626__00000041,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,110,1536,1626,107.51953187664652,113.81950444754378,6.299972570897253,6.299972570897253,0.8392166532576084,0.7688169479370117,0.0383643283796864,0.9479267710077508,0.0337428353671493,calibration,0.08217708021402359,0.08503887802362442,0.0872168019413948,0.09040725231170654,0.09358038008213043
homography_macro__20260315_093203_tp00034.mp4__track81__t1584_1674__00000042,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1584,1674,110.87951724779172,117.17948981868898,6.299972570897253,6.299972570897253,0.8578384146094322,0.8389653563499451,0.0294105351589951,0.8754494715225124,0.1949478639822578,calibration,0.06370438635349274,0.06724802404642105,0.06910611689090729,0.07561679184436798,0.0830916091799736
homography_macro__20260315_093203_tp00034.mp4__track81__t1632_1722__00000043,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1632,1722,114.23950261893692,120.5394751898342,6.299972570897268,6.299972570897268,0.8460558392107487,0.7957966327667236,0.0293508844641351,0.8675276987141147,0.1505700355055115,calibration,0.07273128628730774,0.08030111342668533,0.08240722119808197,0.08695188164710999,0.09272419661283493
homography_macro__20260315_093203_tp00034.mp4__track81__t1680_1770__00000044,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1680,1770,117.59948799008214,123.8994605609794,6.299972570897253,6.299972570897253,0.8239049576222897,0.7792593240737915,0.0263345960592056,0.8558445633230932,0.1505700355055115,calibration,0.07556670159101486,0.07900535315275192,0.07980677485466003,0.08218945562839508,0.08816380053758621
homography_macro__20260315_093203_tp00034.mp4__track81__t1728_1818__00000045,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1728,1818,120.95947336122734,127.2594459321246,6.299972570897253,6.299972570897253,0.8130280636250973,0.7755164504051208,0.0268436334145003,0.93376706330472,0.0566022997052316,calibration,0.07845322787761688,0.08327190577983856,0.08544237166643143,0.08795978128910065,0.09038899838924408
homography_macro__20260315_093203_tp00034.mp4__track81__t1776_1866__00000046,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1776,1866,124.31945873237254,130.6194313032698,6.299972570897268,6.299972570897268,0.8403484001755714,0.7755164504051208,0.0306670690046514,0.9022088270036762,0.0566022997052316,calibration,0.07208995521068573,0.0731968805193901,0.07613931596279144,0.08001048117876053,0.08427239209413528
homography_macro__20260315_093203_tp00034.mp4__track81__t1824_1914__00000047,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1824,1914,127.67944410351777,133.979416674415,6.299972570897253,6.299972570897253,0.8649521730840206,0.8249533176422119,0.036214326801189,0.8676996005208972,0.1638947812302867,calibration,0.0654802992939949,0.07019085437059402,0.07248538732528687,0.07666578143835068,0.0807868093252182
homography_macro__20260315_093203_tp00034.mp4__track81__t1872_1962__00000048,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1872,1962,131.03942947466294,137.3394020455602,6.299972570897268,6.299972570897268,0.8519972153007984,0.7808321118354797,0.0360752762549249,0.8422542017217517,0.1736441132838226,calibration,0.06694140285253525,0.0711318850517273,0.07313088327646255,0.07580169290304184,0.08021336793899536
homography_macro__20260315_093203_tp00034.mp4__track81__t1920_2010__00000049,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1920,2010,134.39941484580817,140.6993874167054,6.299972570897239,6.299972570897239,0.8101870343089104,0.7407161593437195,0.0331624703139247,0.8355461431717682,0.1736441132838226,calibration,0.06550367176532745,0.06634462624788284,0.06818323582410812,0.07129944115877151,0.07616942375898361
homography_macro__20260315_093203_tp00034.mp4__track81__t1968_2058__00000050,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,1968,2058,137.75940021695337,144.0593727878506,6.299972570897239,6.299972570897239,0.7760569527745247,0.7281655669212341,0.031787488319109,0.8206119292868542,0.1064086305976398,calibration,0.07395613193511963,0.07648944109678268,0.07745682448148727,0.08044089376926422,0.0844031274318695
homography_macro__20260315_093203_tp00034.mp4__track81__t2016_2106__00000051,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,2016,2106,141.11938558809857,147.4193581589958,6.299972570897239,6.299972570897239,0.7657953277230263,0.7173651456832886,0.0297110215890554,0.881347505948838,0.1064086305976398,calibration,0.07072404772043228,0.07337398082017899,0.07476798444986343,0.07671837508678436,0.08027341961860657
homography_macro__20260315_093203_tp00034.mp4__track81__t2064_2154__00000052,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,2064,2154,144.47937095924377,150.77934353014103,6.299972570897268,6.299972570897268,0.7462717443704605,0.5687112212181091,0.0271532762450033,0.910874777582158,0.0904882521128451,calibration,0.07553832978010178,0.07635294646024704,0.0774923786520958,0.07877325266599655,0.08077340573072433
homography_macro__20260315_093203_tp00034.mp4__track81__t2112_2202__00000053,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,2112,2202,147.83935633038897,154.13932890128623,6.299972570897268,6.299972570897268,0.6945445723831654,0.5687112212181091,0.0237689554813235,0.8325790704191013,0.1049249891451931,calibration,0.0770849958062172,0.0788411796092987,0.07928965240716934,0.07995687425136566,0.08186636120080948
homography_macro__20260315_093203_tp00034.mp4__track81__t2160_2250__00000054,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,81,2160,2250,151.19934170153417,157.49931427243143,6.299972570897268,6.299972570897268,0.6896679028868675,0.5957813262939453,0.0233657386110689,0.8635639340960685,0.1049249891451931,calibration,0.07773571461439133,0.07815525680780411,0.07846848666667938,0.07909627258777618,0.08033517748117447
homography_macro__20260315_093203_tp00034.mp4__track139__t2304_2394__00000055,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2304,2394,161.2792978149698,167.57927038586703,6.299972570897239,6.299972570897239,0.6646519582718611,0.4622908532619476,0.0104368813937731,0.976515857575318,0.0194925362523683,calibration,0.06721212714910507,0.07019796967506409,0.07299290597438812,0.07634936273097992,0.08075902611017227
homography_macro__20260315_093203_tp00034.mp4__track139__t2352_2442__00000056,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2352,2442,164.639283186115,170.93925575701223,6.299972570897239,6.299972570897239,0.619557311758399,0.3290121257305145,0.0104719307360758,0.9381319845930828,0.0634356323969797,calibration,0.059712059795856476,0.06685106456279755,0.07066339254379272,0.07479987293481827,0.08139820396900177
homography_macro__20260315_093203_tp00034.mp4__track139__t2400_2490__00000057,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2400,2490,167.9992685572602,174.29924112815746,6.299972570897268,6.299972570897268,0.6657723374664783,0.3290121257305145,0.0102218161985937,0.8821219042365964,0.1243688636574908,calibration,0.06444037705659866,0.07074550539255142,0.0749976858496666,0.08310636132955551,0.09229282289743423
homography_macro__20260315_093203_tp00034.mp4__track139__t2448_2538__00000058,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2448,2538,171.3592539284054,177.65922649930266,6.299972570897268,6.299972570897268,0.7611268982291222,0.53504478931427,0.0104999603325626,0.9200096611906162,0.1176023552441036,calibration,0.05233454704284668,0.06306623667478561,0.06613867729902267,0.07369360327720642,0.0840124636888504
homography_macro__20260315_093203_tp00034.mp4__track139__t2496_2586__00000059,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2496,2586,174.7192392995506,181.01921187044783,6.299972570897268,6.299972570897268,0.7020705193281174,0.5929481387138367,0.0106296344255464,0.9597510681810228,0.024875986952784,calibration,0.054910123348236084,0.05548374354839325,0.05800032615661621,0.0659676268696785,0.07438519597053528
homography_macro__20260315_093203_tp00034.mp4__track139__t2544_2634__00000060,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2544,2634,178.0792246706958,184.37919724159303,6.299972570897268,6.299972570897268,0.6903985105454922,0.5929481387138367,0.0105475485668869,0.9734681507778888,0.0131863742658277,calibration,0.05202510207891464,0.05723459646105766,0.06199803203344345,0.06708791106939316,0.07359226793050766
homography_macro__20260315_093203_tp00034.mp4__track139__t2592_2682__00000061,D:\Embeddings_Distribution\raw_videos\20260315_093203_tp00034.mp4,20260315_093203_tp00034.mp4,139,2592,2682,181.439210041841,187.73918261273823,6.299972570897268,6.299972570897268,0.7295293509960175,0.6347772479057312,0.010617848368504,0.9672569445088176,0.012687386710073,calibration,0.052803121507167816,0.054227981716394424,0.05877057835459709,0.06477141380310059,0.07315248250961304
