tubelet_id,video_id,track_id,start_time_sec,end_time_sec,pose_score,pose_score_smooth,pose_hit_raw,pose_hit_smooth,pose_persistent_hit,pose_valid_frame_ratio,pose_mean_keypoint_conf,pose_valid_keypoint_ratio_mean,pose_wrist_speed_p95,pose_ankle_speed_p95,pose_limb_speed_p95,pose_limb_accel_p95,pose_body_angle_change_p95,pose_crouch_change_p95,pose_arm_extension_change_p95,pose_asymmetry_motion_p95
pose__20260315_104219_tp00035.mp4__track2133__t26460_26529__00005174,20260315_104219_tp00035.mp4,2133,1852.2010932219976,1857.0310960728032,66.55586497483621,50.6616975962972,True,False,False,1.0,0.7223548293113708,0.718137264251709,1.2190457582473755,0.0,2.225177049636841,9.597820281982422,0.7224605083465576,1.1730902194976807,1.109632968902588,2.034977436065674
pose__20260316_113834_tp00042.mp4__track7335__t38214_38283__00013859,20260316_113834_tp00042.mp4,7335,2674.9541758937366,2679.7841292651888,66.33956077121641,55.57810356966363,True,False,False,1.0,0.7433652281761169,0.4632352888584137,1.1950552463531494,0.0,1.081795573234558,4.365130424499512,0.0,0.0,0.8543397188186646,1.381574273109436
pose__20260317_101644_tp00048.mp4__track1146__t39600_39669__00020385,20260317_101644_tp00048.mp4,1146,2771.988126023449,2776.8181053339445,65.73391858548486,55.897237622284656,True,False,False,1.0,0.7624832987785339,0.5588235259056091,1.1017935276031494,0.0,1.1050679683685303,4.546563625335693,1.0483289957046509,0.28910157084465027,1.0047602653503418,0.6591213345527649
pose__20260315_104219_tp00035.mp4__track2133__t26442_26511__00005171,20260315_104219_tp00035.mp4,2133,1850.9410924783087,1855.7710953291148,65.72011996724156,48.3916659183017,True,False,False,1.0,0.7298805117607117,0.7230392098426819,1.4582469463348389,0.0,1.8940428495407104,7.9951066970825195,0.6543000340461731,1.1730902194976807,1.109632968902588,2.0247464179992676
pose__20260317_101644_tp00048.mp4__track18__t3150_3219__00019236,20260317_101644_tp00048.mp4,18,220.499055479138,225.3290347896334,65.65718399849531,48.81280910320434,True,False,False,1.0,0.8638924956321716,0.406862735748291,1.3309788703918457,0.0,1.1852456331253052,1.432846188545227,0.0,0.0,0.7966199517250061,0.0
pose__20260315_130536_tp00036.mp4__track4393__t25866_25935__00007775,20260315_130536_tp00036.mp4,4393,1810.582423550966,1815.4123233122364,65.49142792358326,43.934597997812695,True,False,False,1.0,0.795355498790741,0.7426470518112183,0.5829979777336121,0.0,0.6118971705436707,13.690913200378418,0.349650114774704,0.2137567549943924,0.30359646677970886,1.7772101163864136
pose__20260315_130536_tp00036.mp4__track3553__t22824_22893__00007574,20260315_130536_tp00036.mp4,3553,1597.6468427714858,1602.476742532756,65.3303067400112,46.8358259531896,True,False,False,0.2083333283662796,0.6970953345298767,0.13725490868091583,0.8920181393623352,0.0,0.8919761180877686,0.0,1.0839720964431763,0.06731301546096802,0.047243982553482056,0.0
pose__20260315_130536_tp00036.mp4__track3553__t22806_22875__00007570,20260315_130536_tp00036.mp4,3553,1596.3868689207195,1601.2167686819898,65.3303067400112,38.88691948932181,True,False,False,0.2083333283662796,0.6970953345298767,0.13725490868091583,0.8920181393623352,0.0,0.8919761180877686,0.0,1.0839720964431763,0.06731301546096802,0.047243982553482056,0.0
pose__20260315_104219_tp00035.mp4__track2133__t26478_26547__00005177,20260315_104219_tp00035.mp4,2133,1853.461093965686,1858.291096816492,64.92178207841228,47.64217269877901,True,False,False,1.0,0.7283493280410767,0.7303921580314636,1.0453026294708252,0.0,2.0337469577789307,8.909625053405762,0.7285634279251099,1.1730902194976807,1.109632968902588,2.0247464179992676
pose__20260315_130536_tp00036.mp4__track2750__t16578_16647__00007051,20260315_130536_tp00036.mp4,2750,1160.4359165556295,1165.2658163169,64.92046192823186,64.92046192823186,True,True,False,1.0,0.7883908748626709,0.6936274766921997,1.1238963603973389,1.456491231918335,1.27763831615448,4.893080711364746,0.7655633091926575,0.4605075418949127,0.6785273551940918,0.39912357926368713
