tubelet_id,video_id,track_id,video_path,start_frame,end_frame,start_time_sec,end_time_sec,source_fps,effective_sample_fps,split,macro_speed_mean_mps,macro_speed_median_mps,macro_speed_p95_mps,macro_accel_p95_mps2,macro_straightness_ratio,macro_direction_change_mean_rad,macro_stationary_step_ratio,macro_score_raw,macro_score_smooth,macro_gate_hit
homography_macro__20260317_122808_tp00050.mp4__track1498__t17136_17232__00012410,20260317_122808_tp00050.mp4,1498,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17136,17232,1199.5069415929204,1206.226868436578,14.285869806842255,2.380978301140376,calibration,0.009985541,0.0022125351,0.039365612,0.076691955,0.7342826,0.59050083,1.0,-7.113916606537304,-5.375609853751722,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17184_17274__00012411,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17184,17274,1202.8669050147494,1209.1668364306786,14.285869806842255,2.380978301140376,calibration,0.015042638,0.0053040967,0.046687156,0.13579048,0.20385443,0.88680327,0.93333334,-2.3672311785635114,1.3766045818237043,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17184_17286__00012412,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17184,17286,1202.8669050147494,1210.0068272861358,14.285869806842255,2.380978301140376,calibration,0.082974166,0.06427794,0.1877128,0.64784414,0.04117032,0.80220425,0.4,7.02349066009406,7.484329936898543,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17232_17322__00012413,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17232,17322,1206.226868436578,1212.526799852507,14.285869806842255,2.380978301140376,calibration,0.050056342,0.05415149,0.1272483,0.19560714,0.9482295,0.69908816,0.46666667,6.293458265738886,1.794139911478366,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17232_17334__00012414,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17232,17334,1206.226868436578,1213.3667907079646,14.285869806842255,2.380978301140376,calibration,0.084884316,0.020038381,0.33767352,0.61551857,0.9168892,0.56524754,0.6,7.703728697102833,7.4046547843529815,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17280_17370__00012415,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17280,17370,1209.586831858407,1215.8867632743363,14.285869806842255,2.380978301140376,calibration,0.07651799,0.041147135,0.21507624,0.36018977,0.75817996,1.1127384,0.53333336,4.002766992407313,1.576787664337099,False
homography_macro__20260317_122808_tp00050.mp4__track1556__t17280_17394__00012416,20260317_122808_tp00050.mp4,1556,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17280,17394,1209.586831858407,1217.5667449852508,14.285869806842255,2.380978301140376,calibration,0.003411012,0.0017047313,0.009334774,0.028280681,0.15687399,0.9842451,1.0,-12.951153428343897,-12.951153428343897,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17328_17418__00012417,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17328,17418,1212.946795280236,1219.2467266961653,14.285869806842255,2.380978301140376,calibration,0.112491384,0.060428794,0.35844827,0.576103,0.92835623,0.5284035,0.46666667,6.2896727864429405,0.368348670705015,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17328_17418__00012418,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17328,17418,1212.946795280236,1219.2467266961653,14.285869806842255,2.380978301140376,calibration,0.25317985,0.28686905,0.53724164,1.5652013,0.3391444,1.1553036,0.26666668,13.649082494195133,6.966496471009775,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17376_17466__00012419,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17376,17466,1216.3067587020648,1222.606690117994,14.285869806842255,2.380978301140376,calibration,0.012546045,0.00442739,0.042704277,0.11378659,0.73411757,1.2856138,0.93333334,-1.042521797960261,-1.6062548399208396,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17376_17466__00012420,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17376,17466,1216.3067587020648,1222.606690117994,14.285869806842255,2.380978301140376,calibration,0.04320997,0.022128997,0.10743596,0.3164149,0.34609252,0.8627383,0.6,0.9957017793376025,6.214377274529406,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17424_17514__00012421,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17424,17514,1219.6667221238938,1225.966653539823,14.285869806842255,2.380978301140376,calibration,0.05310357,0.026715344,0.16362901,0.26893348,0.9006121,0.29916573,0.6,4.914257854941955,5.343292207777978,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17424_17520__00012422,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17424,17520,1219.6667221238938,1226.3866489675518,14.285869806842255,2.380978301140376,calibration,0.0035097124,0.0014724958,0.008622774,0.025655426,0.06226468,0.9360037,1.0,-11.303235103394341,-3.6464794210794036,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17472_17562__00012423,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17472,17562,1223.0266855457228,1229.326616961652,14.285869806842255,2.380978301140376,calibration,0.12491612,0.04893968,0.3867864,0.73785853,0.0135784345,0.9096972,0.53333336,6.939061501921049,4.516372279992453,False
homography_macro__20260317_122808_tp00050.mp4__track1485__t17472_17592__00012424,20260317_122808_tp00050.mp4,1485,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17472,17592,1223.0266855457228,1231.426594100295,14.285869806842255,2.380978301140376,calibration,9.7552314e-05,2.1311908e-15,0.0004429225,0.0006640004,0.7446808,1.5351074,1.0,-5.929969245308238,-5.107893694467041,False
homography_macro__20260317_122808_tp00050.mp4__track1547__t17520_17610__00012425,20260317_122808_tp00050.mp4,1547,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17520,17610,1226.3866489675518,1232.6865803834808,14.285869806842255,2.380978301140376,calibration,0.052804496,0.022444228,0.15149854,0.2671961,0.7246625,0.53086036,0.6,2.433689624642752,3.795229122426283,False
homography_macro__20260317_122808_tp00050.mp4__track1602__t17568_17694__00012426,20260317_122808_tp00050.mp4,1602,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17568,17694,1229.7466123893803,1238.5665163716817,14.285869806842255,2.380978301140376,calibration,0.03289862,0.0155906,0.103391886,0.15600632,0.8104021,0.8493157,0.8666667,2.758831606672059,2.758831606672059,False
homography_macro__20260317_122808_tp00050.mp4__track1631__t17712_17802__00012427,20260317_122808_tp00050.mp4,1631,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17712,17802,1239.8265026548672,1246.1264340707964,14.285869806842255,2.380978301140376,calibration,0.083937585,0.09952081,0.14040771,0.5131629,0.18487027,0.8975979,0.26666668,7.093610994850683,7.093610994850683,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17712_17802__00012428,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17712,17802,1239.8265026548672,1246.1264340707964,14.285869806842255,2.380978301140376,calibration,0.02979884,0.019447967,0.08839549,0.17656739,0.6825052,0.9143223,0.8,-0.2382693000345682,0.2254954791254573,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17760_17850__00012429,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17760,17850,1243.1864660766962,1249.4863974926254,14.285869806842255,2.380978301140376,calibration,0.16146377,0.02356624,0.6609893,1.3597715,0.61620796,0.6281565,0.53333336,8.26306790557539,-0.7614659057823457,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17808_17898__00012430,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17808,17898,1246.5464294985252,1252.8463609144544,14.285869806842255,2.380978301140376,calibration,0.028529657,0.014050169,0.08792488,0.15788469,0.87479895,0.87477535,0.73333335,0.2866628198886449,-2.5444173113114106,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17856_17946__00012431,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17856,17946,1249.906392920354,1256.2063243362832,14.285869806842255,2.380978301140376,calibration,0.0025159142,0.0009614118,0.006342137,0.016694773,0.058865584,0.70647573,1.0,-11.538831107004832,-4.40207912261711,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17904_17994__00012432,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17904,17994,1253.266356342183,1259.566287758112,14.285869806842255,2.380978301140376,calibration,0.0057609607,0.00017439948,0.026394812,0.052159067,0.80982023,0.8749262,1.0,-9.722927470132825,-5.26681987701276,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t17952_18042__00012433,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,17952,18042,1256.626319764012,1262.9262511799411,14.285869806842255,2.380978301140376,calibration,0.006615131,0.0042530955,0.018219205,0.039751563,0.09347687,0.9274929,1.0,-12.466142758034053,-4.545342589184551,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t18000_18090__00012434,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,18000,18090,1259.9862831858406,1266.28621460177,14.285869806842255,2.380978301140376,calibration,0.0111442935,0.0007683455,0.041173223,0.08584635,0.5685185,0.9165429,0.93333334,-2.6871843046598185,-2.6266401718977193,False
homography_macro__20260317_122808_tp00050.mp4__track1630__t18048_18138__00012435,20260317_122808_tp00050.mp4,1630,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,18048,18138,1263.3462466076696,1269.6461780235988,14.285869806842255,2.380978301140376,calibration,0.18132348,0.023049818,0.75668716,1.5457183,0.6476048,1.0526437,0.53333336,8.62872206266649,-0.5551200068591685,False
